?û³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	Îå??Êô?Ô	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµ?·Å	½Å±¾?û(²ÎÊ?1)	¼¼ÄÜID£¨²ÎÊ?1£©	²ÎÊ?2(ÊÍ·¨Àà?Í)	²ÎÊ?3(ÊÇ·ñ¹?²¥)	²ÎÊ?4(ÊÇ·ñÓ?µÈ¼¶¸ÅÄî)	²ÎÊ?5(ÊÇ·ñ¿É·Å¿?½?À¸)	Target	ÎïÆ·×î´óµ?·ÅÖµ	?ªÇóµÈ¼¶ÏàÍ¬	?ªÇóÎå??ÏàÍ¬	?ªÇó??ÔËÏàÍ¬	?ªÇóMagicLevel1ÏàÍ¬	?ªÇóMagicLevel2ÏàÍ¬	?ªÇóMagicLevel3ÏàÍ¬	?ªÇóMagicLevel4ÏàÍ¬	?ªÇóMagicLevel5ÏàÍ¬	?ªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊ?1	µÀ¾ß¶îÍâ²ÎÊ?2	µÀ¾ß¶îÍâ²ÎÊ?3	µÀ¾ß¶îÍâ²ÎÊ?4	µÀ¾ß¶îÍâ²ÎÊ?5	µÀ¾ß¶îÍâ²ÎÊ?6
Th­¬ng Long V¨n Tinh- Gi¸p [CÊp 8]	6	1	3567	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 8 <color><enter><bclr=Blue><color=White> t¹o thµnh tû lÖ s¸t th­¬ng:  t¨ng 8%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Gi¸p [CÊp 9]	6	1	3568	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 9 <color><enter><bclr=Blue><color=White> t¹o thµnh tû lÖ s¸t th­¬ng:  t¨ng 9%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Gi¸p [CÊp 10]	6	1	3569	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 10 <color><enter><bclr=Blue><color=White> t¹o thµnh tû lÖ s¸t th­¬ng:  t¨ng 10%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 1]	6	1	3570	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 1 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 1%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 2]	6	1	3571	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 2 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 2%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 3]	6	1	3572	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 3 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 3%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 4]	6	1	3573	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 4 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 4%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 5]	6	1	3574	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 5 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 5%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 6]	6	1	3575	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 6 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 6%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 7]	6	1	3576	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 7 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 7%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 8]	6	1	3577	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 8 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 8%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 9]	6	1	3578	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 9 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 9%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- Êt [CÊp 10]	6	1	3579	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 10 <color><enter><bclr=Blue><color=White> gi¶m tû lÖ s¸t th­¬ng:  t¨ng 10%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh[CÊp 1]	6	1	3580	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 1 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 1%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh[CÊp 2]	6	1	3581	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 2 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 2%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh[CÊp 3]	6	1	3582	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 3 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 3%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh[CÊp 4]	6	1	3583	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 4 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 4%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh[CÊp 5]	6	1	3584	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 5 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 5%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh[CÊp 6]	6	1	3585	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 6 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 6%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh [CÊp 7]	6	1	3586	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 7 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 7%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh [CÊp 8]	6	1	3587	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 8 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 8%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh [CÊp 9]	6	1	3588	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 9 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 9%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- B?nh [CÊp 10]	6	1	3589	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 10 <color><enter><bclr=Blue><color=White> t¹o thµnh thêi gian s¸t th­¬ng:  t¨ng 10%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 1]	6	1	3590	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 1 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 1 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 2]	6	1	3591	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 2 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 2 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 3]	6	1	3592	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 3 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 3 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 4]	6	1	3593	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 4 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 4 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 5]	6	1	3594	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 5 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 5 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 6]	6	1	3595	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 6 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 6 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 7]	6	1	3596	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 7 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 7 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 8]	6	1	3597	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 8 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 8 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 9]	6	1	3598	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 9 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 9 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Th­¬ng Long V¨n Tinh- §inh [CÊp 10]	6	1	3599	\spr\item\fusion\??Ê¯-½?.spr	41	1	1	"Long V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Long V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 10 <color><enter><bclr=Blue><color=White> Thêi gian s¸t th­¬ng:  gi¶m 10 (d­¬ng) <color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 1]	6	1	3600	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 1 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 5%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 2]	6	1	3601	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 2 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 10%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 3]	6	1	3602	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 3 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 15%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 4]	6	1	3603	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 4 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 20%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 5]	6	1	3604	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 5 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 25%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 6]	6	1	3605	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 6 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 30%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
¢m Méc V¨n Tinh- Gi¸p [CÊp 7]	6	1	3606	\spr\item\fusion\??Ê¯-Ä¾.spr	41	1	1	"Méc V¨n Tinh ®­îc th? luyÖn ra t? Tinh Tinh Kho¸ng, nhÊn chuét ph¶i sö dông sÏ n©ng cao cÊp ®é Méc V¨n C­¬ng víi thuéc t?nh phÈm chÊt t­¬ng øng. <enter><color=blue> PhÈm chÊt: cÊp 7 <color><enter><bclr=Blue><color=White> T¹o thµnh thêi gian tróng ®éc:  t¨ng 35%<color><bclr> "		0	1	1	\script\global\smeltsystem\smeltupgrade.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
